Results_Name,VSPAERO_History
Results_Timestamp,1738525455
Results_Date,2,2,2025
Results_Time,19,44,15
Alpha,-1.111110999999999960e+00,-1.111110999999999960e+00,-1.111110999999999960e+00,-1.111110999999999960e+00,-1.111110999999999960e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.850163619999999954e-04,2.082299980000000116e-04,2.138514329999999871e-04,2.151521309999999943e-04,2.166762460000000033e-04
CDo,6.825694460999999665e-03,6.830405882000000276e-03,6.831037703999999662e-03,6.831284618999999662e-03,6.831671935999999827e-03
CDt,2.010342239999999994e-04,2.205401400000000091e-04,2.207122649999999952e-04,2.156859439999999880e-04,2.142982700000000058e-04
CDtot,7.010710822999999606e-03,7.038635879000000074e-03,7.044889137000000245e-03,7.046436750000000145e-03,7.048348182000000427e-03
CDtott,7.026728684999999745e-03,7.050946021999999688e-03,7.051749969000000416e-03,7.046970563000000409e-03,7.045970204999999972e-03
CFx,6.099094654999999768e-03,5.977362921000000176e-03,5.967690101999999913e-03,5.963472618999999739e-03,5.960281151000000263e-03
CFxi,-7.278193259999999904e-04,-8.543133420000000337e-04,-8.646281359999999881e-04,-8.690920500000000369e-04,-8.726722670000000267e-04
CFxo,6.826913981000000409e-03,6.831676263000000318e-03,6.832318238000000335e-03,6.832564668999999667e-03,6.832953418000000181e-03
CFy,-1.750880100000000021e-05,-3.366919999999999817e-07,-1.251070000000000098e-07,-5.167599999999999898e-08,-7.332099999999999858e-08
CFyi,-1.754263599999999885e-05,-3.361029999999999756e-07,-1.260560000000000006e-07,-4.998399999999999945e-08,-7.280799999999999921e-08
CFyo,3.383399999999999711e-08,-5.890000000000000340e-10,9.489999999999999282e-10,-1.691999999999999947e-09,-5.129999999999999862e-10
CFz,-4.707067468500000101e-02,-5.478721099500000191e-02,-5.560841601400000334e-02,-5.590567791400000153e-02,-5.616880067100000345e-02
CFzi,-4.706736692699999697e-02,-5.478647997399999775e-02,-5.560820235800000011e-02,-5.590543690299999702e-02,-5.616862974799999991e-02
CFzo,-3.307758000000000018e-06,-7.310210000000000183e-07,-2.136559999999999909e-07,-2.410109999999999867e-07,-1.709240000000000024e-07
CL,-4.694355445299999707e-02,-5.466100036700000109e-02,-5.548223854400000099e-02,-5.577952633199999982e-02,-5.604266150099999899e-02
CLi,-4.707263025700000186e-02,-5.479274477099999735e-02,-5.561451266399999871e-02,-5.591177788199999665e-02,-5.617499066300000315e-02
CLo,1.290758049999999886e-04,1.317444040000000029e-04,1.322741199999999959e-04,1.322515490000000067e-04,1.323291619999999893e-04
CMx,-2.352090321999999838e-03,-4.978416300000000231e-05,-1.198257199999999949e-05,1.342544000000000008e-06,-6.672777999999999693e-06
CMxi,-2.354616221999999894e-03,-4.971944500000000013e-05,-1.200822100000000044e-05,1.335564000000000034e-06,-6.684990999999999910e-06
CMxo,2.525899999999999821e-06,-6.471799999999999758e-08,2.564900000000000025e-08,6.980999999999999778e-09,1.221299999999999991e-08
CMy,-6.538230750000000382e-03,-2.742500764000000129e-03,-2.472548964999999807e-03,-2.363401061999999969e-03,-2.267832608000000180e-03
CMyi,-7.882838039000000796e-03,-4.086761097000000433e-03,-3.816736361000000119e-03,-3.707655171999999985e-03,-3.612155432000000149e-03
CMyo,1.344607288999999980e-03,1.344260332000000091e-03,1.344187397000000091e-03,1.344254110000000016e-03,1.344322823999999968e-03
CMz,2.435625800000000102e-05,8.862500000000000115e-08,4.777799999999999941e-08,-5.990100000000000149e-08,2.956500000000000037e-08
CMzi,2.635937100000000110e-05,1.459819999999999899e-07,6.043499999999999820e-08,-6.159400000000000216e-08,3.485699999999999905e-08
CMzo,-2.003113999999999894e-06,-5.735800000000000314e-08,-1.265599999999999931e-08,1.691999999999999947e-09,-5.292000000000000337e-09
CS,-1.750880100000000021e-05,-3.366919999999999817e-07,-1.251070000000000098e-07,-5.167599999999999898e-08,-7.332099999999999858e-08
CSi,-1.754263599999999885e-05,-3.361029999999999756e-07,-1.260560000000000006e-07,-4.998399999999999945e-08,-7.280799999999999921e-08
CSo,3.383399999999999711e-08,-5.890000000000000340e-10,9.489999999999999282e-10,-1.691999999999999947e-09,-5.129999999999999862e-10
E,4.669414750690000226e-01,5.621322159280000008e-01,5.638969743799999712e-01,5.664956876919999829e-01,5.678195890680000080e-01
FC_AoA_,-1.111110999999999960e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.500000000000000000e+00
FC_Cref_,4.287000000000000255e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.500450000000000061e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,-1.000000000000000056e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,5.566299999999999720e-02
L/D,-6.714387662542000257e+00,-7.784568730482999577e+00,-7.894306295622000036e+00,-7.934759065538999678e+00,-7.969951144882999827e+00
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1738525455
Results_Date,2,2,2025
Results_Time,19,44,15
Alpha,7.777779999999999694e-01,7.777779999999999694e-01,7.777779999999999694e-01,7.777779999999999694e-01,7.777779999999999694e-01
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,5.023385999999999477e-04,5.057029710000000410e-04,5.089566320000000468e-04,5.095074049999999801e-04,5.104721119999999735e-04
CDo,6.879439579000000068e-03,6.884075925000000123e-03,6.884862369000000100e-03,6.885240647000000387e-03,6.885693089000000100e-03
CDt,5.397481930000000384e-04,5.253720039999999541e-04,5.170182510000000294e-04,5.126492320000000527e-04,5.161766579999999991e-04
CDtot,7.381778179000000016e-03,7.389778896000000381e-03,7.393819000000000259e-03,7.394748052000000259e-03,7.396165201000000182e-03
CDtott,7.419187772000000215e-03,7.409447928999999752e-03,7.401880619999999696e-03,7.397889878999999898e-03,7.401869747000000208e-03
CFx,6.050402322999999874e-03,5.987753042000000005e-03,5.981602394000000086e-03,5.977646502000000250e-03,5.975210267000000131e-03
CFxi,-8.296329469999999713e-04,-8.969438270000000372e-04,-9.038906060000000391e-04,-9.082254660000000073e-04,-9.111167349999999996e-04
CFxo,6.880035270000000279e-03,6.884696868999999608e-03,6.885493000000000342e-03,6.885871967999999607e-03,6.886327002000000239e-03
CFy,-2.229198799999999986e-05,1.209869999999999967e-07,-5.445399999999999911e-08,-1.301670000000000035e-07,-7.322000000000000317e-08
CFyi,-2.229411100000000065e-05,1.175579999999999996e-07,-5.709500000000000271e-08,-1.344880000000000062e-07,-6.978099999999999467e-08
CFyo,2.122999999999999803e-09,3.429000000000000050e-09,2.640999999999999876e-09,4.319999999999999971e-09,-3.440000000000000115e-09
CFz,9.812118810299999550e-02,1.033254241660000045e-01,1.040761172260000061e-01,1.044359556209999984e-01,1.047198110319999959e-01
CFzi,9.811837340000000018e-02,1.033244381770000025e-01,1.040758394830000044e-01,1.044357260669999954e-01,1.047197693960000009e-01
CFzo,2.814704000000000029e-06,9.859880000000000540e-07,2.777429999999999745e-07,2.295539999999999921e-07,4.163600000000000305e-08
CL,9.803001720899999494e-02,1.032346241980000023e-01,1.039853315840000014e-01,1.043451905240000005e-01,1.046290528519999985e-01
CLi,9.812059490900000569e-02,1.033270937239999937e-01,1.040785200959999934e-01,1.044384323650000002e-01,1.047224887699999968e-01
CLo,-9.057770000000000524e-05,-9.246952599999999731e-05,-9.318851299999999951e-05,-9.324184199999999373e-05,-9.343591900000000302e-05
CMx,2.357071347999999990e-03,4.950366000000000403e-06,6.188048000000000355e-06,7.322555000000000231e-06,-6.199799999999999704e-07
CMxi,2.359520162000000153e-03,4.911630000000000101e-06,6.201211000000000113e-06,7.339846999999999828e-06,-6.164429999999999567e-07
CMxo,-2.448814000000000132e-06,3.873599999999999693e-08,-1.316300000000000014e-08,-1.729099999999999912e-08,-3.537000000000000090e-09
CMy,-3.748489381999999676e-02,-4.006240549199999862e-02,-4.025182257099999689e-02,-4.039533720099999781e-02,-4.049251703500000160e-02
CMyi,-3.883706733600000155e-02,-4.141631767500000144e-02,-4.160626934199999905e-02,-4.174987995200000329e-02,-4.184722930999999757e-02
CMyo,1.352173516000000023e-03,1.353912183000000003e-03,1.354446770999999990e-03,1.354542751000000064e-03,1.354712275000000089e-03
CMz,1.361589300000000039e-05,-2.735000000000000171e-09,-3.691400000000000219e-08,-2.437200000000000145e-08,-2.974900000000000056e-08
CMzi,1.566459499999999872e-05,3.174000000000000000e-09,-2.707400000000000143e-08,-1.190799999999999982e-08,-3.240300000000000236e-08
CMzo,-2.048702000000000024e-06,-5.909000000000000171e-09,-9.840000000000000762e-09,-1.246399999999999997e-08,2.654000000000000141e-09
CS,-2.229198799999999986e-05,1.209869999999999967e-07,-5.445399999999999911e-08,-1.301670000000000035e-07,-7.322000000000000317e-08
CSi,-2.229411100000000065e-05,1.175579999999999996e-07,-5.709500000000000271e-08,-1.344880000000000062e-07,-6.978099999999999467e-08
CSo,2.122999999999999803e-09,3.429000000000000050e-09,2.640999999999999876e-09,4.319999999999999971e-09,-3.440000000000000115e-09
E,7.472388633869999630e-01,8.231302831810000109e-01,8.298070033359999931e-01,8.346527819919999924e-01,8.376132631730000000e-01
FC_AoA_,7.777779999999999694e-01
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.500000000000000000e+00
FC_Cref_,4.287000000000000255e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.500450000000000061e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,-1.000000000000000056e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,5.566299999999999720e-02
L/D,1.329227085023400079e+01,1.398243373336699946e+01,1.407642249444099924e+01,1.412332531514399925e+01,1.415902510660500013e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1738525455
Results_Date,2,2,2025
Results_Time,19,44,15
Alpha,2.666666999999999899e+00,2.666666999999999899e+00,2.666666999999999899e+00,2.666666999999999899e+00,2.666666999999999899e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,2.542387591999999922e-03,2.706313765000000100e-03,2.721544658000000193e-03,2.728128239000000149e-03,2.742743504999999894e-03
CDo,7.194911838000000136e-03,7.236054777999999937e-03,7.239961054000000271e-03,7.243661351999999658e-03,7.247877453999999713e-03
CDt,2.747220980999999854e-03,2.843315410999999997e-03,2.765451148000000210e-03,2.695558569000000137e-03,2.737247170000000132e-03
CDtot,9.737299430000000491e-03,9.942368542999999170e-03,9.961505711999999596e-03,9.971789591000000674e-03,9.990620958999999607e-03
CDtott,9.942132819000000857e-03,1.007937018900000037e-02,1.000541220300000048e-02,9.939219920999999361e-03,9.985124624000000712e-03
CFx,-1.734624975999999935e-03,-2.259809104999999790e-03,-2.309761793999999882e-03,-2.355771763999999976e-03,-2.387834351000000035e-03
CFxi,-8.937276516000000615e-03,-9.503623212000000126e-03,-9.557530294999999967e-03,-9.607241428000000763e-03,-9.643564607999999608e-03
CFxo,7.202651541000000025e-03,7.243814107000000335e-03,7.247768501999999648e-03,7.251469663999999919e-03,7.255730256999999572e-03
CFy,-1.827618360000000009e-04,1.686280999999999958e-06,-4.185100000000000067e-07,-5.710449999999999892e-07,-6.501469999999999520e-07
CFyi,-1.828960770000000093e-04,1.684159000000000040e-06,-4.310499999999999853e-07,-5.789820000000000159e-07,-6.530410000000000042e-07
CFyo,1.342419999999999920e-07,2.121999999999999910e-09,1.254000000000000012e-08,7.937999999999999678e-09,2.895000000000000032e-09
CFz,2.465334250379999925e-01,2.622170260810000042e-01,2.637008582709999827e-01,2.649097490049999726e-01,2.660029007940000190e-01
CFzi,2.465321360870000034e-01,2.622152008920000110e-01,2.636999752859999768e-01,2.649087984610000168e-01,2.660028073640000046e-01
CFzo,1.288950999999999986e-06,1.825189000000000026e-06,8.829849999999999621e-07,9.505429999999999639e-07,9.342999999999999686e-08
CL,2.463471606990000062e-01,2.620382125030000231e-01,2.635227619320000270e-01,2.647324842000000067e-01,2.658259439489999987e-01
CLi,2.466809787979999946e-01,2.623734100449999773e-01,2.638590846380000077e-01,2.650689116180000027e-01,2.661634257780000068e-01
CLo,-3.338180989999999784e-04,-3.351975430000000218e-04,-3.363227060000000077e-04,-3.364274179999999928e-04,-3.374818289999999841e-04
CMx,7.165593405999999728e-03,1.889179500000000061e-05,2.192700899999999991e-05,8.186980999999999398e-06,1.246668000000000072e-05
CMxi,7.173490375000000051e-03,1.871510099999999915e-05,2.195769600000000059e-05,8.219327999999999311e-06,1.249525300000000022e-05
CMxo,-7.896968999999999303e-06,1.766940000000000071e-07,-3.068700000000000208e-08,-3.234699999999999842e-08,-2.857300000000000049e-08
CMy,-6.989672630599999548e-02,-7.930579953499999890e-02,-7.971536218399999374e-02,-8.018477954500000116e-02,-8.055476022099999911e-02
CMyi,-7.131350000300000491e-02,-8.072999501399999445e-02,-8.114084693400000492e-02,-8.161097007699999462e-02,-8.198210274400000164e-02
CMyo,1.416773696999999894e-03,1.424195479000000099e-03,1.425484748999999909e-03,1.426190531999999966e-03,1.427342522999999926e-03
CMz,1.486229779999999963e-04,8.300000000000000207e-08,6.340000000000000027e-09,-2.176719999999999920e-07,1.747199999999999922e-08
CMzi,1.677378569999999876e-04,1.390779999999999964e-07,8.104300000000000645e-08,-1.927859999999999900e-07,4.807200000000000191e-08
CMzo,-1.911487900000000148e-05,-5.607699999999999981e-08,-7.470300000000000394e-08,-2.488599999999999864e-08,-3.060000000000000269e-08
CS,-1.827618360000000009e-04,1.686280999999999958e-06,-4.185100000000000067e-07,-5.710449999999999892e-07,-6.501469999999999520e-07
CSi,-1.828960770000000093e-04,1.684159000000000040e-06,-4.310499999999999853e-07,-5.789820000000000159e-07,-6.530410000000000042e-07
CSo,1.342419999999999920e-07,2.121999999999999910e-09,1.254000000000000012e-08,7.937999999999999678e-09,2.895000000000000032e-09
E,9.331795703140000064e-01,9.917384471090000542e-01,9.973883582670000081e-01,1.004126585020999940e+00,1.007041149241000078e+00
FC_AoA_,2.666666999999999899e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.500000000000000000e+00
FC_Cref_,4.287000000000000255e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.500450000000000061e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,-1.000000000000000056e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,5.566299999999999720e-02
L/D,2.533361334525200093e+01,2.638942711746100045e+01,2.648787163935099898e+01,2.658187973178399943e+01,2.664132959062899886e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1738525455
Results_Date,2,2,2025
Results_Time,19,44,15
Alpha,4.555556000000000161e+00,4.555556000000000161e+00,4.555556000000000161e+00,4.555556000000000161e+00,4.555556000000000161e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,6.302707198999999913e-03,6.739887104999999975e-03,6.841546577000000295e-03,6.861364372999999815e-03,6.921459660999999992e-03
CDo,7.768546393999999598e-03,7.871083448999999579e-03,7.892873644999999494e-03,7.904101207999999351e-03,7.916555122000000846e-03
CDt,6.786399058999999581e-03,7.100983596999999731e-03,6.948056099000000235e-03,6.721763218000000387e-03,6.906559928000000244e-03
CDtot,1.407125359300000038e-02,1.461097055399999955e-02,1.473442022199999979e-02,1.476546558100000003e-02,1.483801478299999997e-02
CDtott,1.455494545300000005e-02,1.497206704599999931e-02,1.484092974399999973e-02,1.462586442700000017e-02,1.482311505100000065e-02
CFx,-1.726468036900000169e-02,-1.863784329699999867e-02,-1.888228369899999995e-02,-1.902596457600000054e-02,-1.912414963500000051e-02
CFxi,-2.505782268300000074e-02,-2.653345024499999955e-02,-2.680004354100000083e-02,-2.695495518200000107e-02,-2.706580905200000123e-02
CFxo,7.793142313999999911e-03,7.895606948999999569e-03,7.917759841999999146e-03,7.928990606000000524e-03,7.941659417999999415e-03
CFy,-4.938515620000000434e-04,4.482749000000000167e-06,-2.751459000000000180e-06,-2.140764999999999992e-06,-2.063636999999999992e-06
CFyi,-4.942771850000000173e-04,4.479147999999999657e-06,-2.775729999999999935e-06,-2.155982000000000121e-06,-2.082631999999999799e-06
CFyo,4.256239999999999737e-07,3.602000000000000176e-09,2.427200000000000056e-08,1.521699999999999987e-08,1.899499999999999903e-08
CFz,3.938446788950000221e-01,4.178739498060000113e-01,4.224961037020000254e-01,4.246902588440000237e-01,4.268359631070000049e-01
CFzi,3.938443733840000238e-01,4.178686568889999897e-01,4.224944961359999862e-01,4.246882448709999869e-01,4.268361508640000079e-01
CFzo,3.055110000000000151e-07,5.292916999999999590e-06,1.607564999999999956e-06,2.013973000000000004e-06,-1.877570000000000050e-07
CL,3.939716996240000269e-01,4.180341214170000264e-01,4.226610878009999794e-01,4.248597230980000194e-01,4.270064470450000149e-01
CLi,3.945903708990000092e-01,4.186559593679999858e-01,4.232883589700000004e-01,4.254874811550000135e-01,4.276374061050000064e-01
CLo,-6.186712749999999849e-04,-6.218379509999999704e-04,-6.272711689999999670e-04,-6.277580569999999510e-04,-6.309590600000000325e-04
CMx,1.187433668699999952e-02,3.987028609999999939e-04,7.707556900000000642e-05,2.457635699999999974e-05,3.457280799999999725e-05
CMxi,1.188845630700000044e-02,3.982994699999999814e-04,7.719201099999999896e-05,2.463525199999999979e-05,3.461099099999999986e-05
CMxo,-1.411961999999999916e-05,4.033909999999999889e-07,-1.164420000000000047e-07,-5.889499999999999897e-08,-3.818299999999999853e-08
CMy,-1.037605935169999966e-01,-1.191904608040000035e-01,-1.205841638499999952e-01,-1.214759827890000005e-01,-1.221945265859999963e-01
CMyi,-1.052943692920000063e-01,-1.207411965660000058e-01,-1.221411984650000032e-01,-1.230350535140000007e-01,-1.237568888869999967e-01
CMyo,1.533775774999999965e-03,1.550735762999999904e-03,1.557034614000000041e-03,1.559070724999999996e-03,1.562362300999999964e-03
CMz,4.264045550000000241e-04,1.386742800000000034e-05,1.440960000000000007e-06,7.020999999999999640e-09,1.589587000000000058e-06
CMzi,4.793100419999999848e-04,1.581856800000000043e-05,1.833394999999999960e-06,1.285229999999999922e-07,1.769242000000000034e-06
CMzo,-5.290548700000000137e-05,-1.951140000000000093e-06,-3.924350000000000065e-07,-1.215019999999999984e-07,-1.796550000000000030e-07
CS,-4.938515620000000434e-04,4.482749000000000167e-06,-2.751459000000000180e-06,-2.140764999999999992e-06,-2.063636999999999992e-06
CSi,-4.942771850000000173e-04,4.479147999999999657e-06,-2.775729999999999935e-06,-2.155982000000000121e-06,-2.082631999999999799e-06
CSo,4.256239999999999737e-07,3.602000000000000176e-09,2.427200000000000056e-08,1.521699999999999987e-08,1.899499999999999903e-08
E,9.631667709169999814e-01,1.013905759103999937e+00,1.021066478809000033e+00,1.028723703750999974e+00,1.030123602350000001e+00
FC_AoA_,4.555555799999999600e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.500000000000000000e+00
FC_Cref_,4.287000000000000255e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.500450000000000061e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,-1.000000000000000056e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,5.566299999999999720e-02
L/D,2.804230399951600106e+01,2.865353521961500149e+01,2.872785984111299840e+01,2.881639449880699999e+01,2.882039223910999937e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1738525455
Results_Date,2,2,2025
Results_Time,19,44,15
Alpha,6.444443999999999839e+00,6.444443999999999839e+00,6.444443999999999839e+00,6.444443999999999839e+00,6.444443999999999839e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.178116510600000014e-02,1.266399387099999968e-02,1.284324942399999933e-02,1.289967815200000062e-02,1.306750066900000048e-02
CDo,8.595302099000000015e-03,8.796503300999999886e-03,8.836246500000000462e-03,8.861294847000000113e-03,8.887894208999999948e-03
